1.17 1.17 1.17 1.17 1.17 1.17 1.16423e-19 
1.17 1.17 1.17 1.17 1.17 2.34 8.16597e-20 
1.17 1.17 1.17 1.17 1.17 4.69 2.44328e-20 
1.17 1.17 1.17 1.17 1.17 9.38 4.29189e-21 
1.17 1.17 1.17 1.17 2.34 2.34 5.65022e-20 
1.17 1.17 1.17 1.17 2.34 4.69 1.60349e-20 
1.17 1.17 1.17 1.17 2.34 9.38 2.7618e-21 
1.17 1.17 1.17 1.17 4.69 4.69 3.3114e-21 
1.17 1.17 1.17 1.17 4.69 9.38 4.252e-22 
1.17 1.17 1.17 1.17 9.38 9.38 3.2425e-23 
1.17 1.17 1.17 2.34 2.34 2.34 4.68475e-20 
1.17 1.17 1.17 2.34 2.34 4.69 1.58572e-20 
1.17 1.17 1.17 2.34 2.34 9.38 3.10505e-21 
1.17 1.17 1.17 2.34 4.69 4.69 4.9647e-21 
1.17 1.17 1.17 2.34 4.69 9.38 8.50329e-22 
1.17 1.17 1.17 2.34 9.38 9.38 8.95212e-23 
1.17 1.17 1.17 4.69 4.69 4.69 2.31958e-21 
1.17 1.17 1.17 4.69 4.69 9.38 5.41451e-22 
1.17 1.17 1.17 4.69 9.38 9.38 1.0991e-22 
1.17 1.17 1.17 9.38 9.38 9.38 3.84334e-23 
1.17 1.17 2.34 1.17 1.17 1.17 8.16599e-20 
1.17 1.17 2.34 1.17 1.17 2.34 7.94507e-20 
1.17 1.17 2.34 1.17 1.17 4.69 3.33198e-20 
1.17 1.17 2.34 1.17 1.17 9.38 6.97908e-21 
1.17 1.17 2.34 1.17 2.34 2.34 7.20438e-20 
1.17 1.17 2.34 1.17 2.34 4.69 2.72719e-20 
1.17 1.17 2.34 1.17 2.34 9.38 5.48893e-21 
1.17 1.17 2.34 1.17 4.69 4.69 7.50348e-21 
1.17 1.17 2.34 1.17 4.69 9.38 1.14296e-21 
1.17 1.17 2.34 1.17 9.38 9.38 1.05621e-22 
1.17 1.17 2.34 2.34 2.34 2.34 7.52003e-20 
1.17 1.17 2.34 2.34 2.34 4.69 3.19133e-20 
1.17 1.17 2.34 2.34 2.34 9.38 7.06149e-21 
1.17 1.17 2.34 2.34 4.69 4.69 1.23609e-20 
1.17 1.17 2.34 2.34 4.69 9.38 2.40454e-21 
1.17 1.17 2.34 2.34 9.38 9.38 2.95964e-22 
1.17 1.17 2.34 4.69 4.69 4.69 6.68744e-21 
1.17 1.17 2.34 4.69 4.69 9.38 1.70038e-21 
1.17 1.17 2.34 4.69 9.38 9.38 3.78739e-22 
1.17 1.17 2.34 9.38 9.38 9.38 1.39936e-22 
1.17 1.17 4.69 1.17 1.17 1.17 2.44323e-20 
1.17 1.17 4.69 1.17 1.17 2.34 3.33198e-20 
1.17 1.17 4.69 1.17 1.17 4.69 3.29963e-20 
1.17 1.17 4.69 1.17 1.17 9.38 1.42428e-20 
1.17 1.17 4.69 1.17 2.34 2.34 3.48728e-20 
1.17 1.17 4.69 1.17 2.34 4.69 2.48362e-20 
1.17 1.17 4.69 1.17 2.34 9.38 9.60563e-21 
1.17 1.17 4.69 1.17 4.69 4.69 7.80158e-21 
1.17 1.17 4.69 1.17 4.69 9.38 1.87508e-21 
1.17 1.17 4.69 1.17 9.38 9.38 2.25817e-22 
1.17 1.17 4.69 2.34 2.34 2.34 4.48145e-20 
1.17 1.17 4.69 2.34 2.34 4.69 3.04202e-20 
1.17 1.17 4.69 2.34 2.34 9.38 1.16911e-20 
1.17 1.17 4.69 2.34 4.69 4.69 1.45891e-20 
1.17 1.17 4.69 2.34 4.69 9.38 4.13009e-21 
1.17 1.17 4.69 2.34 9.38 9.38 6.54015e-22 
1.17 1.17 4.69 4.69 4.69 4.69 1.00959e-20 
1.17 1.17 4.69 4.69 4.69 9.38 3.35782e-21 
1.17 1.17 4.69 4.69 9.38 9.38 9.23507e-22 
1.17 1.17 4.69 9.38 9.38 9.38 3.98815e-22 
1.17 1.17 9.38 1.17 1.17 1.17 4.2918e-21 
1.17 1.17 9.38 1.17 1.17 2.34 5.95784e-21 
1.17 1.17 9.38 1.17 1.17 4.69 1.42428e-20 
1.17 1.17 9.38 1.17 1.17 9.38 1.80083e-20 
1.17 1.17 9.38 1.17 2.34 2.34 7.64502e-21 
1.17 1.17 9.38 1.17 2.34 4.69 9.75683e-21 
1.17 1.17 9.38 1.17 2.34 9.38 1.15821e-20 
1.17 1.17 9.38 1.17 4.69 4.69 2.86069e-21 
1.17 1.17 9.38 1.17 4.69 9.38 1.75855e-21 
1.17 1.17 9.38 1.17 9.38 9.38 2.08954e-22 
1.17 1.17 9.38 2.34 2.34 2.34 1.11763e-20 
1.17 1.17 9.38 2.34 2.34 4.69 1.22309e-20 
1.17 1.17 9.38 2.34 2.34 9.38 1.35508e-20 
1.17 1.17 9.38 2.34 4.69 4.69 6.16371e-21 
1.17 1.17 9.38 2.34 4.69 9.38 3.91724e-21 
1.17 1.17 9.38 2.34 9.38 9.38 6.36489e-22 
1.17 1.17 9.38 4.69 4.69 4.69 5.47121e-21 
1.17 1.17 9.38 4.69 4.69 9.38 3.21399e-21 
1.17 1.17 9.38 4.69 9.38 9.38 1.03952e-21 
1.17 1.17 9.38 9.38 9.38 9.38 5.82548e-22 
1.17 2.34 2.34 1.17 1.17 1.17 5.65022e-20 
1.17 2.34 2.34 1.17 1.17 2.34 7.20172e-20 
1.17 2.34 2.34 1.17 1.17 4.69 3.48734e-20 
1.17 2.34 2.34 1.17 1.17 9.38 7.64517e-21 
1.17 2.34 2.34 1.17 2.34 2.34 9.07109e-20 
1.17 2.34 2.34 1.17 2.34 4.69 4.3082e-20 
1.17 2.34 2.34 1.17 2.34 9.38 9.51178e-21 
1.17 2.34 2.34 1.17 4.69 4.69 1.68566e-20 
1.17 2.34 2.34 1.17 4.69 9.38 3.02511e-21 
1.17 2.34 2.34 1.17 9.38 9.38 3.43412e-22 
1.17 2.34 2.34 2.34 2.34 2.34 1.21289e-19 
1.17 2.34 2.34 2.34 2.34 4.69 6.26661e-20 
1.17 2.34 2.34 2.34 2.34 9.38 1.50994e-20 
1.17 2.34 2.34 2.34 4.69 4.69 3.06826e-20 
1.17 2.34 2.34 2.34 4.69 9.38 6.7324e-21 
1.17 2.34 2.34 2.34 9.38 9.38 9.77135e-22 
1.17 2.34 2.34 4.69 4.69 4.69 1.93062e-20 
1.17 2.34 2.34 4.69 4.69 9.38 5.32732e-21 
1.17 2.34 2.34 4.69 9.38 9.38 1.30463e-21 
1.17 2.34 2.34 9.38 9.38 9.38 5.09575e-22 
1.17 2.34 4.69 1.17 1.17 1.17 1.60349e-20 
1.17 2.34 4.69 1.17 1.17 2.34 2.72718e-20 
1.17 2.34 4.69 1.17 1.17 4.69 2.45345e-20 
1.17 2.34 4.69 1.17 1.17 9.38 9.75683e-21 
1.17 2.34 4.69 1.17 2.34 2.34 4.3082e-20 
1.17 2.34 4.69 1.17 2.34 4.69 3.34985e-20 
1.17 2.34 4.69 1.17 2.34 9.38 1.24893e-20 
1.17 2.34 4.69 1.17 4.69 4.69 1.74487e-20 
1.17 2.34 4.69 1.17 4.69 9.38 4.6813e-21 
1.17 2.34 4.69 1.17 9.38 9.38 7.3135e-22 
1.17 2.34 4.69 2.34 2.34 2.34 7.19201e-20 
1.17 2.34 4.69 2.34 2.34 4.69 5.57627e-20 
1.17 2.34 4.69 2.34 2.34 9.38 2.08729e-20 
1.17 2.34 4.69 2.34 4.69 4.69 3.60623e-20 
1.17 2.34 4.69 2.34 4.69 9.38 1.11038e-20 
1.17 2.34 4.69 2.34 9.38 9.38 2.15237e-21 
1.17 2.34 4.69 4.69 4.69 4.69 2.91991e-20 
